r,l,t,reward_step,action,reward,ep_block_prob,ep_accepted_requests,ep_rejected_requests,ep_deploy_all,ep_ffd,ep_ffi,ep_bf1b1,avg_latency,avg_cost,avg_cpu_cluster_selected,gini,executionTime
21.91816,100,48.088937,0.34,3.0,21.92,0.14,86.0,14.0,61.0,9.0,6.0,10.0,582.76,11.26,14.97,0.23,0.45
17.167685,100,48.420853,0.53,4.0,17.17,0.18,82.0,18.0,56.0,9.0,12.0,5.0,571.55,14.05,9.16,0.17,0.43
27.878752,100,48.788565,0.41,0.0,27.88,0.21,79.0,21.0,56.0,11.0,7.0,5.0,381.9,7.03,26.66,0.12,0.31
32.883648,100,49.190808,0.41,0.0,32.88,0.12,88.0,12.0,62.0,12.0,10.0,4.0,490.47,5.27,20.74,0.29,0.34
22.642294,100,49.533098,0.52,6.0,22.64,0.2,80.0,20.0,53.0,5.0,10.0,12.0,467.5,3.58,26.35,0.19,0.37
29.664248,100,49.856009,-1.0,6.0,29.66,0.2,80.0,20.0,55.0,8.0,8.0,9.0,379.82,3.71,26.95,0.12,0.32
17.054094,100,50.249466,0.62,4.0,17.05,0.19,81.0,19.0,56.0,7.0,8.0,10.0,555.33,4.6,22.88,0.28,0.3
37.140556,100,50.674533,-1.0,6.0,37.14,0.11,89.0,11.0,59.0,8.0,12.0,10.0,459.64,8.74,15.57,0.27,0.37
42.025112,100,51.021013,0.63,6.0,42.03,0.17,83.0,17.0,55.0,11.0,8.0,9.0,313.64,1.67,25.81,0.25,0.39
43.59422,100,51.477086,0.58,3.0,43.59,0.13,87.0,13.0,60.0,9.0,8.0,10.0,350.14,10.13,20.14,0.25,0.32
34.115704,100,52.077572,0.69,1.0,34.12,0.18,82.0,18.0,60.0,10.0,6.0,6.0,365.08,6.22,18.72,0.13,0.43
30.414938,100,52.574208,0.55,1.0,30.41,0.14,86.0,14.0,57.0,10.0,7.0,12.0,484.06,4.36,23.64,0.28,0.56
35.040756,100,53.152909,0.75,3.0,35.04,0.18,82.0,18.0,52.0,11.0,10.0,9.0,353.81,11.61,10.62,0.25,0.45
19.262398,100,53.731285,0.25,2.0,19.26,0.21,79.0,21.0,58.0,2.0,9.0,10.0,490.86,8.83,16.58,0.14,0.54
31.026302,100,54.34368,0.66,5.0,31.03,0.12,88.0,12.0,57.0,5.0,17.0,9.0,511.55,2.96,28.99,0.15,0.53
23.913097,100,54.900954,-1.0,4.0,23.91,0.15,85.0,15.0,57.0,12.0,6.0,10.0,542.66,6.55,23.34,0.12,0.57
27.48977,100,55.366058,0.47,1.0,27.49,0.17,83.0,17.0,56.0,10.0,6.0,11.0,464.51,10.73,12.86,0.21,0.5
48.421215,100,56.080579,0.67,3.0,48.42,0.13,87.0,13.0,63.0,8.0,9.0,7.0,294.71,7.57,19.76,0.15,0.41
34.870525,100,56.672673,0.64,6.0,34.87,0.12,88.0,12.0,62.0,12.0,4.0,10.0,467.91,10.18,16.67,0.15,0.67
22.098915,100,57.188852,0.43,4.0,22.1,0.14,86.0,14.0,56.0,9.0,8.0,13.0,580.66,9.86,17.06,0.3,0.55
32.68686,100,57.874521,-1.0,7.0,32.69,0.14,86.0,14.0,61.0,10.0,6.0,9.0,457.67,8.14,22.43,0.05,0.48
36.889103,100,58.351917,0.47,2.0,36.89,0.14,86.0,14.0,63.0,8.0,7.0,8.0,408.86,6.36,23.34,0.07,0.63
20.442078,100,58.844844,0.25,2.0,20.44,0.18,82.0,18.0,54.0,9.0,11.0,8.0,531.66,8.71,17.58,0.27,0.44
44.515495,100,59.506252,-1.0,7.0,44.52,0.14,86.0,14.0,53.0,15.0,10.0,8.0,320.27,1.69,22.48,0.27,0.44
