1,67.09,0.0,100.0,0.0,0.0,100.0,0.0,0.0,65.85,6.29,5.97,0.31,0.39
2,80.84,0.03,97.0,3.0,0.0,97.0,0.0,0.0,62.67,2.01,7.28,0.2,0.41
3,28.12,0.0,100.0,0.0,0.0,100.0,0.0,0.0,268.17,16.0,2.55,0.72,0.37
4,85.48,0.0,100.0,0.0,0.0,100.0,0.0,0.0,51.16,1.63,7.61,0.12,0.44
5,56.4,0.0,100.0,0.0,0.0,100.0,0.0,0.0,57.86,12.51,3.53,0.44,0.41
6,70.79,0.0,100.0,0.0,0.0,100.0,0.0,0.0,35.87,10.88,4.24,0.31,0.44
7,63.47,0.0,100.0,0.0,0.0,100.0,0.0,0.0,60.02,8.91,5.96,0.34,0.42
8,47.51,0.0,100.0,0.0,0.0,100.0,0.0,0.0,52.91,12.85,4.63,0.52,0.4
9,48.67,0.09,91.0,9.0,0.0,91.0,0.0,0.0,48.95,4.75,6.37,0.37,0.41
10,67.18,0.0,100.0,0.0,0.0,100.0,0.0,0.0,76.41,5.5,6.9,0.31,0.4
11,73.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,32.35,6.19,5.53,0.31,0.4
12,53.59,0.0,100.0,0.0,0.0,100.0,0.0,0.0,57.77,14.15,2.95,0.46,0.39
13,52.18,0.0,100.0,0.0,0.0,100.0,0.0,0.0,59.88,12.55,4.13,0.47,0.35
14,71.71,0.0,100.0,0.0,0.0,100.0,0.0,0.0,61.47,12.24,4.14,0.31,0.43
15,56.22,0.05,95.0,5.0,0.0,95.0,0.0,0.0,63.66,8.41,4.66,0.36,0.42
16,28.12,0.0,100.0,0.0,0.0,100.0,0.0,0.0,190.31,16.0,2.09,0.72,0.33
17,47.94,0.0,100.0,0.0,0.0,100.0,0.0,0.0,57.3,13.52,3.86,0.54,0.4
18,69.64,0.0,100.0,0.0,0.0,100.0,0.0,0.0,48.95,9.39,6.75,0.32,0.4
19,56.78,0.0,100.0,0.0,0.0,100.0,0.0,0.0,26.88,6.34,6.28,0.44,0.45
20,69.36,0.0,100.0,0.0,0.0,100.0,0.0,0.0,40.48,9.78,5.59,0.29,0.42
21,50.5,0.0,100.0,0.0,0.0,100.0,0.0,0.0,64.96,7.18,5.25,0.5,0.38
22,49.75,0.06,94.0,6.0,0.0,94.0,0.0,0.0,52.99,8.61,4.2,0.38,0.4
23,65.44,0.0,100.0,0.0,0.0,100.0,0.0,0.0,39.49,6.76,5.7,0.35,0.41
24,70.16,0.0,100.0,0.0,0.0,100.0,0.0,0.0,57.52,11.41,4.49,0.28,0.44
25,52.55,0.0,100.0,0.0,0.0,100.0,0.0,0.0,72.53,13.66,3.86,0.47,0.41
26,65.59,0.0,100.0,0.0,0.0,100.0,0.0,0.0,35.13,9.37,5.96,0.38,0.44
27,67.06,0.0,100.0,0.0,0.0,100.0,0.0,0.0,59.32,13.12,3.69,0.34,0.49
28,73.84,0.0,100.0,0.0,0.0,100.0,0.0,0.0,54.28,5.34,6.98,0.27,0.43
29,52.64,0.0,100.0,0.0,0.0,100.0,0.0,0.0,76.54,12.79,4.11,0.47,0.41
30,53.78,0.05,95.0,5.0,0.0,95.0,0.0,0.0,53.46,8.87,6.12,0.38,0.4
31,75.87,0.0,100.0,0.0,0.0,100.0,0.0,0.0,30.88,3.33,8.06,0.28,0.42
32,77.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,43.34,1.08,6.7,0.23,0.44
33,70.54,0.0,100.0,0.0,0.0,100.0,0.0,0.0,33.68,2.06,6.53,0.32,0.43
34,64.42,0.02,98.0,2.0,0.0,98.0,0.0,0.0,38.41,4.51,6.51,0.34,0.47
35,82.26,0.0,100.0,0.0,0.0,100.0,0.0,0.0,36.82,2.27,7.45,0.17,0.44
36,65.94,0.0,100.0,0.0,0.0,100.0,0.0,0.0,43.28,6.65,5.8,0.34,0.42
37,47.44,0.0,100.0,0.0,0.0,100.0,0.0,0.0,31.12,11.79,4.5,0.5,0.38
38,72.46,0.0,100.0,0.0,0.0,100.0,0.0,0.0,37.01,9.44,6.04,0.27,0.36
39,51.89,0.0,100.0,0.0,0.0,100.0,0.0,0.0,63.91,12.63,4.06,0.48,0.41
40,46.63,0.0,100.0,0.0,0.0,100.0,0.0,0.0,88.71,14.92,3.24,0.54,0.42
41,70.79,0.0,100.0,0.0,0.0,100.0,0.0,0.0,54.82,10.13,4.86,0.32,0.36
42,48.12,0.11,89.0,11.0,0.0,89.0,0.0,0.0,44.6,4.22,6.16,0.35,0.34
43,46.68,0.0,100.0,0.0,0.0,100.0,0.0,0.0,56.63,14.62,3.32,0.55,0.34
44,67.59,0.0,100.0,0.0,0.0,100.0,0.0,0.0,56.63,12.71,4.36,0.34,0.34
45,54.53,0.0,100.0,0.0,0.0,100.0,0.0,0.0,57.53,12.25,4.16,0.46,0.33
46,64.95,0.0,100.0,0.0,0.0,100.0,0.0,0.0,52.93,5.11,5.89,0.37,0.43
47,51.8,0.07,93.0,7.0,0.0,93.0,0.0,0.0,38.15,4.58,6.44,0.36,0.38
48,66.54,0.0,100.0,0.0,0.0,100.0,0.0,0.0,60.83,9.26,6.15,0.33,0.33
49,50.18,0.0,100.0,0.0,0.0,100.0,0.0,0.0,86.99,12.74,3.91,0.5,0.35
50,66.04,0.0,100.0,0.0,0.0,100.0,0.0,0.0,56.4,8.91,6.55,0.3,0.34
51,44.93,0.0,100.0,0.0,0.0,100.0,0.0,0.0,39.33,7.0,6.36,0.53,0.35
52,69.96,0.0,100.0,0.0,0.0,100.0,0.0,0.0,41.82,12.55,3.58,0.29,0.38
53,68.33,0.0,100.0,0.0,0.0,100.0,0.0,0.0,63.64,10.29,5.4,0.31,0.39
54,68.58,0.0,100.0,0.0,0.0,100.0,0.0,0.0,60.43,10.04,5.23,0.31,0.4
55,53.07,0.0,100.0,0.0,0.0,100.0,0.0,0.0,72.31,6.46,7.21,0.47,0.38
56,67.46,0.0,100.0,0.0,0.0,100.0,0.0,0.0,33.14,10.32,4.98,0.34,0.38
57,28.12,0.0,100.0,0.0,0.0,100.0,0.0,0.0,316.31,15.5,2.61,0.72,0.38
58,69.54,0.0,100.0,0.0,0.0,100.0,0.0,0.0,72.89,8.58,6.68,0.29,0.42
59,50.37,0.0,100.0,0.0,0.0,100.0,0.0,0.0,58.1,13.01,4.46,0.5,0.41
60,75.94,0.31,69.0,31.0,0.0,69.0,0.0,0.0,114.83,2.15,6.61,0.33,0.39
61,66.24,0.0,100.0,0.0,0.0,100.0,0.0,0.0,46.8,6.42,6.36,0.34,0.37
62,74.65,0.0,100.0,0.0,0.0,100.0,0.0,0.0,47.45,8.96,6.77,0.31,0.47
63,45.59,0.0,100.0,0.0,0.0,100.0,0.0,0.0,88.91,14.32,2.95,0.51,0.41
64,73.74,0.0,100.0,0.0,0.0,100.0,0.0,0.0,32.19,8.46,6.79,0.26,0.42
65,70.52,0.0,100.0,0.0,0.0,100.0,0.0,0.0,40.86,11.13,4.42,0.31,0.4
66,64.08,0.0,100.0,0.0,0.0,100.0,0.0,0.0,52.42,2.02,7.64,0.32,0.42
67,68.67,0.0,100.0,0.0,0.0,100.0,0.0,0.0,50.14,8.04,5.24,0.32,0.39
68,72.23,0.0,100.0,0.0,0.0,100.0,0.0,0.0,46.89,10.08,5.75,0.29,0.4
69,71.01,0.0,100.0,0.0,0.0,100.0,0.0,0.0,42.91,8.58,5.59,0.31,0.38
70,64.81,0.0,100.0,0.0,0.0,100.0,0.0,0.0,39.94,11.77,3.83,0.36,0.38
71,49.25,0.0,100.0,0.0,0.0,100.0,0.0,0.0,61.82,14.13,3.44,0.51,0.39
72,66.17,0.0,100.0,0.0,0.0,100.0,0.0,0.0,44.66,8.97,6.05,0.32,0.48
73,70.01,0.0,100.0,0.0,0.0,100.0,0.0,0.0,33.95,2.21,8.08,0.29,0.52
74,78.06,0.0,100.0,0.0,0.0,100.0,0.0,0.0,46.3,9.71,5.42,0.27,0.45
75,64.57,0.0,100.0,0.0,0.0,100.0,0.0,0.0,45.55,10.01,4.12,0.36,0.38
76,28.12,0.0,100.0,0.0,0.0,100.0,0.0,0.0,212.09,16.0,2.34,0.72,0.32
77,55.44,0.07,93.0,7.0,0.0,93.0,0.0,0.0,32.55,8.34,4.54,0.35,0.37
78,51.55,0.0,100.0,0.0,0.0,100.0,0.0,0.0,46.63,14.77,3.15,0.49,0.44
79,54.26,0.0,100.0,0.0,0.0,100.0,0.0,0.0,38.77,11.53,5.65,0.46,0.43
80,63.27,0.0,100.0,0.0,0.0,100.0,0.0,0.0,39.11,12.33,3.91,0.34,0.38
