r,l,t,reward_step,action,reward,ep_block_prob,ep_accepted_requests,avg_latency,avg_cost,avg_cpu_cluster_selected,gini,executionTime
-2.1349208,100,27.455107,0.0,0.0,-2.13,0.23,77.0,272.28,11.94,17.46,0.28,0.59
28.933327,100,27.711776,0.53,2.0,28.93,0.22,78.0,287.82,6.21,26.62,0.19,0.32
33.524746,100,28.042242,-1.0,5.0,33.52,0.24,76.0,296.33,4.65,32.22,0.21,0.24
14.215242,100,28.381217,1.0,0.0,14.22,0.2,80.0,362.51,9.58,16.5,0.23,0.32
34.483482,100,28.710918,0.53,1.0,34.48,0.22,78.0,229.54,5.14,28.32,0.35,0.32
25.705387,100,29.084735,0.93,2.0,25.71,0.18,82.0,550.61,8.01,27.04,0.13,0.31
35.542202,100,29.460624,0.53,2.0,35.54,0.2,80.0,391.86,5.59,32.73,0.21,0.35
59.13985,100,29.878238,0.93,0.0,59.14,0.2,80.0,295.83,1.54,34.34,0.36,0.36
51.336193,100,30.144397,0.53,2.0,51.34,0.15,85.0,477.96,4.29,30.05,0.25,0.4
34.580288,100,30.632837,-1.0,4.0,34.58,0.22,78.0,498.09,5.12,29.58,0.09,0.25
13.946985,100,31.111976,0.0,2.0,13.95,0.2,80.0,373.24,9.63,20.49,0.29,0.47
18.538424,100,31.387908,0.53,0.0,18.54,0.14,86.0,301.06,10.32,17.94,0.19,0.24
51.41428,100,31.770255,0.93,3.0,51.41,0.15,85.0,293.2,4.28,31.44,0.18,0.26
22.933329,100,32.07515,0.8,2.0,22.93,0.24,76.0,303.85,6.74,20.62,0.29,0.37
60.072205,100,32.39817,-1.0,5.0,60.07,0.16,84.0,322.0,2.42,32.96,0.29,0.29
23.539679,100,32.635809,0.0,0.0,23.54,0.14,86.0,443.94,9.45,20.42,0.3,0.31
30.673794,100,32.898456,0.0,1.0,30.67,0.18,82.0,403.13,7.1,27.73,0.21,0.23
17.876196,100,33.282731,0.53,0.0,17.88,0.29,71.0,379.81,6.1,23.94,0.2,0.25
25.97174,100,33.560185,1.0,1.0,25.97,0.19,81.0,278.84,7.67,22.87,0.18,0.37
46.331905,100,33.821277,-1.0,5.0,46.33,0.18,82.0,272.25,4.23,32.51,0.29,0.26
39.2095,100,34.128683,0.53,2.0,39.21,0.18,82.0,466.75,5.53,27.86,0.13,0.25
54.784435,100,34.46794,0.8,1.0,54.78,0.17,83.0,322.68,3.03,33.9,0.33,0.29
43.866352,100,34.713171,0.53,3.0,43.87,0.19,81.0,489.25,4.36,25.45,0.27,0.33
16.160004,100,35.209043,0.8,0.0,16.16,0.22,78.0,299.32,8.66,26.18,0.26,0.23
43.364758,100,35.795892,0.93,1.0,43.36,0.2,80.0,461.06,4.12,30.97,0.2,0.47
28.27428,100,36.219126,0.0,1.0,28.27,0.16,84.0,260.1,8.09,21.14,0.34,0.56
30.486645,100,36.466317,-1.0,5.0,30.49,0.17,83.0,487.74,7.42,27.48,0.21,0.4
58.914936,100,36.703935,-1.0,5.0,58.91,0.21,79.0,355.81,1.59,37.89,0.16,0.24
33.12634,100,36.907991,-1.0,5.0,33.13,0.24,76.0,340.62,4.73,30.3,0.21,0.23
45.333298,100,37.103375,0.53,4.0,45.33,0.12,88.0,430.15,6.23,26.21,0.14,0.19
40.20507,100,37.302641,0.93,0.0,40.21,0.2,80.0,362.49,4.71,26.85,0.2,0.19
50.98379,100,37.641708,0.8,3.0,50.98,0.13,87.0,289.78,4.97,30.68,0.16,0.19
-6.999999,100,37.911944,0.0,3.0,-7.0,0.21,79.0,413.06,13.34,14.09,0.23,0.32
-3.9999998,100,38.154184,0.0,3.0,-4.0,0.2,80.0,471.68,13.0,16.98,0.1,0.26
43.946655,100,38.428241,0.53,0.0,43.95,0.15,85.0,414.69,5.6,23.69,0.24,0.23
28.833324,100,38.784674,0.53,2.0,28.83,0.23,77.0,392.56,5.9,22.31,0.3,0.26
43.200943,100,39.188164,0.73,4.0,43.2,0.18,82.0,335.24,4.8,28.48,0.18,0.34
