1,36.94,0.18,82.0,363.59,4.36,29.2,0.24,0.26
2,30.27,0.23,77.0,342.44,10.01,21.41,0.15,0.26
3,46.43,0.15,85.0,435.49,8.07,25.45,0.08,0.26
4,33.58,0.2,80.0,472.72,7.06,31.32,0.13,0.27
5,31.87,0.18,82.0,482.79,10.83,17.13,0.28,0.19
6,35.1,0.21,79.0,338.68,6.98,24.38,0.25,0.26
7,17.04,0.29,71.0,495.54,6.98,24.79,0.21,0.41
8,37.27,0.21,79.0,293.28,2.8,34.02,0.18,0.25
9,32.0,0.2,80.0,475.15,8.8,27.54,0.19,0.22
10,38.27,0.21,79.0,375.64,4.74,32.59,0.04,0.21
11,40.5,0.15,85.0,400.32,7.4,28.17,0.19,0.38
12,36.71,0.21,79.0,329.51,2.56,33.8,0.13,0.25
13,24.29,0.23,77.0,455.73,8.01,22.3,0.28,0.2
14,53.92,0.16,84.0,206.34,7.51,20.58,0.1,0.2
15,38.16,0.2,80.0,354.07,4.43,29.2,0.18,0.18
16,40.68,0.17,83.0,408.79,4.89,31.17,0.14,0.22
17,42.96,0.17,83.0,358.75,5.63,26.7,0.21,0.27
18,39.91,0.2,80.0,280.6,8.58,21.32,0.21,0.33
19,35.93,0.19,81.0,386.48,10.96,17.47,0.16,0.32
20,45.77,0.18,82.0,262.8,6.9,29.8,0.14,0.18
21,34.19,0.2,80.0,397.14,13.1,12.32,0.17,0.19
22,33.77,0.22,78.0,318.85,10.2,21.65,0.19,0.19
23,25.33,0.24,76.0,388.8,14.34,11.89,0.29,0.22
24,38.97,0.17,83.0,426.44,3.69,35.62,0.14,0.28
25,37.76,0.15,85.0,450.89,9.91,17.34,0.22,0.27
26,45.18,0.19,81.0,166.37,10.96,19.7,0.16,0.29
27,33.38,0.22,78.0,399.61,1.6,39.51,0.18,0.26
28,45.22,0.18,82.0,289.71,6.78,21.95,0.15,0.2
29,36.79,0.18,82.0,455.86,8.64,27.23,0.2,0.22
30,25.61,0.22,78.0,394.84,10.04,17.75,0.36,0.35
31,31.47,0.24,76.0,384.36,8.03,25.97,0.15,0.34
32,47.45,0.13,87.0,346.99,12.53,13.85,0.26,0.32
33,43.43,0.17,83.0,399.72,3.01,34.33,0.1,0.33
34,30.28,0.24,76.0,304.24,6.97,21.82,0.2,0.3
35,24.18,0.24,76.0,400.86,7.54,26.22,0.27,0.23
36,37.93,0.2,80.0,311.44,8.51,22.7,0.22,0.22
37,48.03,0.16,84.0,302.66,2.65,34.26,0.12,0.25
38,43.14,0.21,79.0,185.67,12.1,17.71,0.14,0.19
39,28.03,0.27,73.0,323.77,5.37,29.8,0.1,0.26
40,28.45,0.25,75.0,385.6,8.95,24.51,0.13,0.35
41,38.6,0.17,83.0,329.96,9.84,22.29,0.31,0.4
42,8.42,0.31,69.0,417.3,9.48,20.94,0.41,0.29
43,35.52,0.24,76.0,223.25,1.33,34.78,0.2,0.37
44,34.4,0.18,82.0,480.76,2.98,40.1,0.05,0.33
45,24.27,0.21,79.0,522.46,8.05,24.58,0.29,0.37
46,28.64,0.19,81.0,499.67,9.37,17.65,0.27,0.33
47,49.82,0.15,85.0,266.91,4.83,33.24,0.14,0.35
48,52.78,0.16,84.0,209.66,7.94,23.58,0.15,0.34
49,36.81,0.18,82.0,383.63,8.23,21.5,0.23,0.37
50,45.65,0.14,86.0,251.87,9.56,18.34,0.37,0.44
51,23.33,0.26,74.0,338.92,9.85,17.71,0.34,0.47
52,37.16,0.23,77.0,291.64,7.25,29.53,0.1,0.49
53,32.28,0.23,77.0,303.47,11.06,19.99,0.21,0.44
54,31.65,0.2,80.0,366.82,7.87,24.95,0.27,0.39
